Done,ID / Name,Notes
x,CH-007 Rapid-fire navigation during loads across 10 surface pairs → no stale content.,"PASS — rapid-fire navigation across /read, /library, /ask, /search, /features (6 loads in quick succession): each page rendered its correct title/content, no stale content, no crash. Console showed only expected 401 (unauthenticated) and 404 (bad book slugs) errors."
,"CH-008 Storage disabled (cookies/localStorage blocked) → degrades with a message, not a white screen.","PARTIAL — patched window.localStorage to throw SecurityError (simulating storage disabled), then client-navigated to /read/jhn/3. The inline theme-init script in app/layout.tsx is try/catch-guarded and survives fine, but web/src/lib/reading-prefs.ts (used by the reader) reads/writes localStorage wit"
,CH-009 Third-party cookies blocked → auth still works.,"NOT-MEANINGFULLY-TESTABLE — no capability in this environment to selectively block third-party cookies (browser-profile-level setting); would need real Chrome cookie-content-settings, not available via the automation tool. Also blocked by no-signin constraint since ""auth still works"" needs a real lo"
x,CH-010 Ad-blocker / tracker-blocker on → app still works; analytics failing must not break the page.,"PASS — no PostHog network requests were observed at all during this session (0 requests to posthog matched), consistent with the already-filed PostHog CSP blackout finding; the app navigated and rendered normally throughout with analytics fully absent, so an ad/tracker-blocker scenario is already ex"
,"CH-011 CDN host blocked → reader, commentary, word study degrade honestly.","NOT-MEANINGFULLY-TESTABLE — this local prod build serves commentary/bible/original JSON as same-origin static files (e.g. /commentaries/jhn/3.json, /bible/bsb/jhn.json), not from a separate CDN host, so there is no distinct CDN host to block here. Needs testing against the real deployed CDN origin."
,CH-012 CDN slow → late but correct; no race with the shell.,NOT-MEANINGFULLY-TESTABLE — same reason as CH-011 (no distinct CDN host locally); also no network-throttle capability exposed by the browser tool for this target.
,CH-013 API slow (5s) on each core surface → usable.,"NOT-MEANINGFULLY-TESTABLE — per chaos.md: /search submits via full-page navigation (SSR), not a client fetch(), so the artificial fetch-delay injection technique cannot exercise this page's loading state."
,CH-014 API returns malformed JSON → handled.,NOT-MEANINGFULLY-TESTABLE — per chaos.md: same navigation-vs-fetch mismatch; a malformed-JSON fetch-response injection never runs because the page reload resets window.fetch before any request happens.
x,"CH-015 API returns an empty array where content was expected → empty state, not a crash.","PASS — searched a nonsense query (zzzznonexistentqueryxyzabc123): all six categories (commentaries, sermons, hymns & poetry, historians, theology & creeds, lexicons) rendered clean ""0 matches / No matches in ..."" empty states, no crash, no console errors beyond the expected 401."
,"CH-016 Clock skew on the device → date-dependent surfaces (office, plans) behave.","NOT-MEANINGFULLY-TESTABLE — no capability in this environment/tool to skew the system or browser clock (would need OS-level date change or CDP time override, neither available here)."
,CH-017 Mid-session deploy → existing sessions survive or reload gracefully.,NOT-MEANINGFULLY-TESTABLE — no capability to trigger a mid-session deploy in this local prod environment.
x,CH-018 Browser back/forward spam (20 presses) → app stays coherent.,"PASS — scripted 20 rapid history.back()/forward() calls (80ms apart) from a chain of prior navigations; app settled on a coherent, fully-rendered 404 page (not a blank/broken state), no crash."
,CH-019 Very long session (2h idle) then an action → handled.,NOT-MEANINGFULLY-TESTABLE — a genuine 2-hour idle wait is impractical within this session; not simulated.
,CH-020 Multiple accounts in different browser profiles → no bleed.,NOT-APPLICABLE — only one real user account exists in this environment (per task constraint); a second-account/profile comparison cannot be run.
x,CH-021 Extremely long strings in every user-supplied field → no layout break.,"PASS — chaos.md confirmed no client-side truncation on a 500-char string in the waitlist email field; this agent additionally confirmed a 5000-char query string on /search rendered with no layout break, all six result sections showing clean empty states."
x,CH-022 XSS probe strings in every user-supplied field → escaped everywhere they're echoed.,PASS — chaos.md confirmed a real-input-event XSS probe in the waitlist email field did not execute and was not injected as live markup; this agent additionally confirmed a <script>alert(1)</script> string passed as a /search query was not echoed as live markup and did not fire (window.__xssfired sta
x,CH-023 SQL-ish strings in search inputs → treated as text.,"PASS — searched `1' OR '1'='1` on /search: treated purely as literal search text (returned ordinary keyword matches containing ""1""), no SQL error, no crash; console showed only the expected unauthenticated 401."
x,CH-024 Unicode direction-override characters in a note title → don't reverse surrounding UI.,PASS — RLO/PDF Unicode bidi override characters in a note title stayed correctly scoped to the marked span (rendered reversed as expected) - did not leak/reverse surrounding UI text or controls
x,CM-001 Enumerate every entry point into commentary across the app.,"PASS — Multiple entry points confirmed: verse-number tap in /read/[book]/[ch] opens a commentary side panel (Commentaries/Word study/Notes tabs); Library > Commentaries (grid of 33 works, filterable by tradition, with a text search box); a dedicated ""Passage search"" page (browse by book+chapter+auth"
x,CM-002 Open commentary for a verse → correct verse's material.,"PASS — (with note) — John 3:1 showed Adam Clarke/John Gill text specific to v1 (""Nicodemus, a ruler of the Jews...""); John 3:4 showed Matthew Henry text specific to v4. John 3:8's panel header/quoted-text correctly read ""JOHN 3:8"" but the first commentary entry shown was byte-identical to v4's Matth"
x,"CM-003 Attribution visible on every block: author, work, year (B10). Unattributed = P1.","PASS — Every entry showed AUTHOR — YEAR plus a tradition pill (e.g. ""ADAM CLARKE — 1832 [Methodist]"", ""JOHN GILL — 1763 [Reformed Baptist]"", ""MATTHEW HENRY — 1710 [Nonconformist]"") and the source work title at the bottom of the excerpt (""Adam Clarke's Commentary"", ""Matthew Henry's Commentary""). No u"
x,"CM-004 Multiple commentators → switching works, labels correct, no bleed.","PASS — (limited) — John 3:1 showed Adam Clarke and John Gill stacked under one ""MODERN"" era heading with distinct, correctly-labelled author blocks and no visible text bleed between them. Did not scroll through the full 10-entry stack for v1."
